"protein1","protein2","combined_score","from","to"
"9606.ENSP00000336655","9606.ENSP00000254101",942,"STRADA","PRKAB2"
"9606.ENSP00000366563","9606.ENSP00000304895",942,"PIK3CD","IRS1"
"9606.ENSP00000370517","9606.ENSP00000451828",942,"PFKP","AKT1"
"9606.ENSP00000451828","9606.ENSP00000370517",942,"AKT1","PFKP"
"9606.ENSP00000451828","9606.ENSP00000303830",942,"AKT1","INSR"
"9606.ENSP00000261461","9606.ENSP00000264977",941,"PPP2R5A","PPP2R3A"
"9606.ENSP00000262187","9606.ENSP00000323867",941,"RHEB","PRKAG1"
"9606.ENSP00000263826","9606.ENSP00000307272",941,"AKT3","RPTOR"
"9606.ENSP00000264977","9606.ENSP00000261461",941,"PPP2R3A","PPP2R5A"
"9606.ENSP00000307272","9606.ENSP00000263826",941,"RPTOR","AKT3"
"9606.ENSP00000323867","9606.ENSP00000262187",941,"PRKAG1","RHEB"
"9606.ENSP00000354558","9606.ENSP00000365016",941,"MTOR","IRS2"
"9606.ENSP00000365016","9606.ENSP00000354558",941,"IRS2","MTOR"
"9606.ENSP00000375892","9606.ENSP00000412324",941,"AKT2","PPP2R5C"
"9606.ENSP00000412324","9606.ENSP00000375892",941,"PPP2R5C","AKT2"
"9606.ENSP00000263826","9606.ENSP00000337641",940,"AKT3","PPP2R5E"
"9606.ENSP00000287820","9606.ENSP00000368880",940,"PPARG","FOXO1"
"9606.ENSP00000335083","9606.ENSP00000377936",940,"PPP2R2C","PPP2R2B"
"9606.ENSP00000337641","9606.ENSP00000375892",940,"PPP2R5E","AKT2"
"9606.ENSP00000337641","9606.ENSP00000263826",940,"PPP2R5E","AKT3"
"9606.ENSP00000368880","9606.ENSP00000287820",940,"FOXO1","PPARG"
"9606.ENSP00000375892","9606.ENSP00000337641",940,"AKT2","PPP2R5E"
"9606.ENSP00000375892","9606.ENSP00000417963",940,"AKT2","PPP2R5D"
"9606.ENSP00000377936","9606.ENSP00000335083",940,"PPP2R2B","PPP2R2C"
"9606.ENSP00000417963","9606.ENSP00000375892",940,"PPP2R5D","AKT2"
"9606.ENSP00000229328","9606.ENSP00000261439",939,"PRKAB1","TBC1D1"
"9606.ENSP00000254101","9606.ENSP00000258418",939,"PRKAB2","CAB39"
"9606.ENSP00000254101","9606.ENSP00000307272",939,"PRKAB2","RPTOR"
"9606.ENSP00000258418","9606.ENSP00000254101",939,"CAB39","PRKAB2"
"9606.ENSP00000261439","9606.ENSP00000229328",939,"TBC1D1","PRKAB1"
"9606.ENSP00000264977","9606.ENSP00000311344",939,"PPP2R3A","PPP2R1B"
"9606.ENSP00000307272","9606.ENSP00000254101",939,"RPTOR","PRKAB2"
"9606.ENSP00000311344","9606.ENSP00000264977",939,"PPP2R1B","PPP2R3A"
"9606.ENSP00000366563","9606.ENSP00000451828",939,"PIK3CD","AKT1"
"9606.ENSP00000451828","9606.ENSP00000366563",939,"AKT1","PIK3CD"
"9606.ENSP00000212015","9606.ENSP00000324856",938,"SIRT1","STK11"
"9606.ENSP00000258418","9606.ENSP00000360290",938,"CAB39","PRKAA2"
"9606.ENSP00000263967","9606.ENSP00000375892",938,"PIK3CA","AKT2"
"9606.ENSP00000304592","9606.ENSP00000359380",938,"FASN","SCD"
"9606.ENSP00000324856","9606.ENSP00000212015",938,"STK11","SIRT1"
"9606.ENSP00000359380","9606.ENSP00000304592",938,"SCD","FASN"
"9606.ENSP00000360290","9606.ENSP00000258418",938,"PRKAA2","CAB39"
"9606.ENSP00000375892","9606.ENSP00000263967",938,"AKT2","PIK3CA"
"9606.ENSP00000254101","9606.ENSP00000354558",937,"PRKAB2","MTOR"
"9606.ENSP00000263826","9606.ENSP00000387699",937,"AKT3","CREB1"
"9606.ENSP00000303830","9606.ENSP00000375892",937,"INSR","AKT2"
"9606.ENSP00000341044","9606.ENSP00000360290",937,"ACACB","PRKAA2"
"9606.ENSP00000346148","9606.ENSP00000360290",937,"PRKAA1","PRKAA2"
"9606.ENSP00000354558","9606.ENSP00000254101",937,"MTOR","PRKAB2"
"9606.ENSP00000360290","9606.ENSP00000341044",937,"PRKAA2","ACACB"
"9606.ENSP00000360290","9606.ENSP00000346148",937,"PRKAA2","PRKAA1"
"9606.ENSP00000375892","9606.ENSP00000303830",937,"AKT2","INSR"
"9606.ENSP00000387699","9606.ENSP00000263826",937,"CREB1","AKT3"
"9606.ENSP00000229328","9606.ENSP00000264867",936,"PRKAB1","PPARGC1A"
"9606.ENSP00000254101","9606.ENSP00000264867",936,"PRKAB2","PPARGC1A"
"9606.ENSP00000263826","9606.ENSP00000263967",936,"AKT3","PIK3CA"
"9606.ENSP00000263967","9606.ENSP00000263826",936,"PIK3CA","AKT3"
"9606.ENSP00000264867","9606.ENSP00000229328",936,"PPARGC1A","PRKAB1"
"9606.ENSP00000264867","9606.ENSP00000254101",936,"PPARGC1A","PRKAB2"
"9606.ENSP00000303830","9606.ENSP00000344220",936,"INSR","PDPK1"
"9606.ENSP00000312652","9606.ENSP00000380432",936,"LEP","INS"
"9606.ENSP00000344220","9606.ENSP00000303830",936,"PDPK1","INSR"
"9606.ENSP00000380432","9606.ENSP00000312652",936,"INS","LEP"
"9606.ENSP00000387699","9606.ENSP00000428056",936,"CREB1","PIK3R1"
"9606.ENSP00000428056","9606.ENSP00000387699",936,"PIK3R1","CREB1"
"9606.ENSP00000219476","9606.ENSP00000323867",935,"TSC2","PRKAG1"
"9606.ENSP00000222254","9606.ENSP00000354558",935,"PIK3R2","MTOR"
"9606.ENSP00000225577","9606.ENSP00000340691",935,"RPS6KB1","EIF4EBP1"
"9606.ENSP00000258418","9606.ENSP00000287878",935,"CAB39","PRKAG2"
"9606.ENSP00000263826","9606.ENSP00000324804",935,"AKT3","PPP2R1A"
"9606.ENSP00000287878","9606.ENSP00000258418",935,"PRKAG2","CAB39"
"9606.ENSP00000308413","9606.ENSP00000451828",935,"RPS6KB2","AKT1"
"9606.ENSP00000323867","9606.ENSP00000219476",935,"PRKAG1","TSC2"
"9606.ENSP00000324804","9606.ENSP00000263826",935,"PPP2R1A","AKT3"
"9606.ENSP00000340691","9606.ENSP00000225577",935,"EIF4EBP1","RPS6KB1"
"9606.ENSP00000354558","9606.ENSP00000222254",935,"MTOR","PIK3R2"
"9606.ENSP00000451828","9606.ENSP00000308413",935,"AKT1","RPS6KB2"
"9606.ENSP00000212015","9606.ENSP00000354558",934,"SIRT1","MTOR"
"9606.ENSP00000258418","9606.ENSP00000479669",934,"CAB39","CAB39L"
"9606.ENSP00000261439","9606.ENSP00000360290",934,"TBC1D1","PRKAA2"
"9606.ENSP00000287878","9606.ENSP00000307272",934,"PRKAG2","RPTOR"
"9606.ENSP00000307272","9606.ENSP00000287878",934,"RPTOR","PRKAG2"
"9606.ENSP00000354558","9606.ENSP00000212015",934,"MTOR","SIRT1"
"9606.ENSP00000360290","9606.ENSP00000261439",934,"PRKAA2","TBC1D1"
"9606.ENSP00000479669","9606.ENSP00000258418",934,"CAB39L","CAB39"
"9606.ENSP00000219476","9606.ENSP00000397133",933,"TSC2","PRKAG3"
"9606.ENSP00000227507","9606.ENSP00000385269",933,"CCND1","ELAVL1"
"9606.ENSP00000263826","9606.ENSP00000298552",933,"AKT3","TSC1"
"9606.ENSP00000263826","9606.ENSP00000308413",933,"AKT3","RPS6KB2"
"9606.ENSP00000298552","9606.ENSP00000263826",933,"TSC1","AKT3"
"9606.ENSP00000308413","9606.ENSP00000375892",933,"RPS6KB2","AKT2"
"9606.ENSP00000308413","9606.ENSP00000263826",933,"RPS6KB2","AKT3"
"9606.ENSP00000324804","9606.ENSP00000375892",933,"PPP2R1A","AKT2"
"9606.ENSP00000375892","9606.ENSP00000324804",933,"AKT2","PPP2R1A"
"9606.ENSP00000375892","9606.ENSP00000308413",933,"AKT2","RPS6KB2"
"9606.ENSP00000385269","9606.ENSP00000227507",933,"ELAVL1","CCND1"
"9606.ENSP00000397133","9606.ENSP00000219476",933,"PRKAG3","TSC2"
"9606.ENSP00000221138","9606.ENSP00000451828",932,"PPP2CB","AKT1"
"9606.ENSP00000225577","9606.ENSP00000303830",932,"RPS6KB1","INSR"
"9606.ENSP00000229328","9606.ENSP00000262187",932,"PRKAB1","RHEB"
"9606.ENSP00000262187","9606.ENSP00000229328",932,"RHEB","PRKAB1"
"9606.ENSP00000268035","9606.ENSP00000361202",932,"IGF1R","IRS4"
"9606.ENSP00000303830","9606.ENSP00000225577",932,"INSR","RPS6KB1"
"9606.ENSP00000304895","9606.ENSP00000361202",932,"IRS1","IRS4"
"9606.ENSP00000312652","9606.ENSP00000389814",932,"LEP","ADIPOQ"
"9606.ENSP00000344220","9606.ENSP00000366563",932,"PDPK1","PIK3CD"
"9606.ENSP00000361202","9606.ENSP00000268035",932,"IRS4","IGF1R"
"9606.ENSP00000361202","9606.ENSP00000365016",932,"IRS4","IRS2"
"9606.ENSP00000361202","9606.ENSP00000304895",932,"IRS4","IRS1"
"9606.ENSP00000365016","9606.ENSP00000361202",932,"IRS2","IRS4"
"9606.ENSP00000366563","9606.ENSP00000344220",932,"PIK3CD","PDPK1"
"9606.ENSP00000389814","9606.ENSP00000312652",932,"ADIPOQ","LEP"
"9606.ENSP00000451828","9606.ENSP00000221138",932,"AKT1","PPP2CB"
"9606.ENSP00000255465","9606.ENSP00000274026",931,"CCNA1","CCNA2"
"9606.ENSP00000264867","9606.ENSP00000287878",931,"PPARGC1A","PRKAG2"
"9606.ENSP00000274026","9606.ENSP00000255465",931,"CCNA2","CCNA1"
"9606.ENSP00000287878","9606.ENSP00000264867",931,"PRKAG2","PPARGC1A"
"9606.ENSP00000287878","9606.ENSP00000354558",931,"PRKAG2","MTOR"
"9606.ENSP00000346148","9606.ENSP00000479669",931,"PRKAA1","CAB39L"
"9606.ENSP00000354558","9606.ENSP00000287878",931,"MTOR","PRKAG2"
"9606.ENSP00000479669","9606.ENSP00000346148",931,"CAB39L","PRKAA1"
"9606.ENSP00000264977","9606.ENSP00000412324",930,"PPP2R3A","PPP2R5C"
"9606.ENSP00000268035","9606.ENSP00000289153",930,"IGF1R","PIK3CB"
"9606.ENSP00000289153","9606.ENSP00000268035",930,"PIK3CB","IGF1R"
"9606.ENSP00000298552","9606.ENSP00000346148",930,"TSC1","PRKAA1"
"9606.ENSP00000336655","9606.ENSP00000346148",930,"STRADA","PRKAA1"
"9606.ENSP00000346148","9606.ENSP00000298552",930,"PRKAA1","TSC1"
"9606.ENSP00000346148","9606.ENSP00000336655",930,"PRKAA1","STRADA"
"9606.ENSP00000412324","9606.ENSP00000264977",930,"PPP2R5C","PPP2R3A"
"9606.ENSP00000254101","9606.ENSP00000261439",929,"PRKAB2","TBC1D1"
"9606.ENSP00000261439","9606.ENSP00000287878",929,"TBC1D1","PRKAG2"
"9606.ENSP00000261439","9606.ENSP00000254101",929,"TBC1D1","PRKAB2"
"9606.ENSP00000264977","9606.ENSP00000399970",929,"PPP2R3A","PPP2R2D"
"9606.ENSP00000287878","9606.ENSP00000261439",929,"PRKAG2","TBC1D1"
"9606.ENSP00000312652","9606.ENSP00000323867",929,"LEP","PRKAG1"
"9606.ENSP00000312652","9606.ENSP00000346148",929,"LEP","PRKAA1"
"9606.ENSP00000323867","9606.ENSP00000312652",929,"PRKAG1","LEP"
"9606.ENSP00000346148","9606.ENSP00000312652",929,"PRKAA1","LEP"
"9606.ENSP00000399970","9606.ENSP00000264977",929,"PPP2R2D","PPP2R3A"
"9606.ENSP00000222254","9606.ENSP00000268035",928,"PIK3R2","IGF1R"
"9606.ENSP00000227507","9606.ENSP00000255465",928,"CCND1","CCNA1"
"9606.ENSP00000255465","9606.ENSP00000227507",928,"CCNA1","CCND1"
"9606.ENSP00000258418","9606.ENSP00000323867",928,"CAB39","PRKAG1"
"9606.ENSP00000268035","9606.ENSP00000222254",928,"IGF1R","PIK3R2"
"9606.ENSP00000287878","9606.ENSP00000483300",928,"PRKAG2","ACACA"
"9606.ENSP00000307272","9606.ENSP00000397133",928,"RPTOR","PRKAG3"
"9606.ENSP00000323867","9606.ENSP00000258418",928,"PRKAG1","CAB39"
"9606.ENSP00000397133","9606.ENSP00000307272",928,"PRKAG3","RPTOR"
"9606.ENSP00000483300","9606.ENSP00000287878",928,"ACACA","PRKAG2"
"9606.ENSP00000221138","9606.ENSP00000263826",927,"PPP2CB","AKT3"
"9606.ENSP00000225577","9606.ENSP00000417963",927,"RPS6KB1","PPP2R5D"
"9606.ENSP00000263826","9606.ENSP00000221138",927,"AKT3","PPP2CB"
"9606.ENSP00000360290","9606.ENSP00000479669",927,"PRKAA2","CAB39L"
"9606.ENSP00000417963","9606.ENSP00000225577",927,"PPP2R5D","RPS6KB1"
"9606.ENSP00000479669","9606.ENSP00000360290",927,"CAB39L","PRKAA2"
"9606.ENSP00000221138","9606.ENSP00000261475",926,"PPP2CB","PPP2R3C"
"9606.ENSP00000221138","9606.ENSP00000225577",926,"PPP2CB","RPS6KB1"
"9606.ENSP00000225577","9606.ENSP00000221138",926,"RPS6KB1","PPP2CB"
"9606.ENSP00000261475","9606.ENSP00000221138",926,"PPP2R3C","PPP2CB"
"9606.ENSP00000263967","9606.ENSP00000387699",926,"PIK3CA","CREB1"
"9606.ENSP00000287878","9606.ENSP00000336655",926,"PRKAG2","STRADA"
"9606.ENSP00000336655","9606.ENSP00000287878",926,"STRADA","PRKAG2"
"9606.ENSP00000336655","9606.ENSP00000360290",926,"STRADA","PRKAA2"
"9606.ENSP00000360290","9606.ENSP00000336655",926,"PRKAA2","STRADA"
"9606.ENSP00000364145","9606.ENSP00000443319",926,"PFKFB1","PFKFB3"
"9606.ENSP00000387699","9606.ENSP00000263967",926,"CREB1","PIK3CA"
"9606.ENSP00000443319","9606.ENSP00000364145",926,"PFKFB3","PFKFB1"
"9606.ENSP00000078445","9606.ENSP00000387699",925,"CREB3L3","CREB1"
"9606.ENSP00000307272","9606.ENSP00000323867",925,"RPTOR","PRKAG1"
"9606.ENSP00000323867","9606.ENSP00000307272",925,"PRKAG1","RPTOR"
"9606.ENSP00000387699","9606.ENSP00000078445",925,"CREB1","CREB3L3"
"9606.ENSP00000229328","9606.ENSP00000479669",924,"PRKAB1","CAB39L"
"9606.ENSP00000254101","9606.ENSP00000483300",924,"PRKAB2","ACACA"
"9606.ENSP00000264867","9606.ENSP00000397133",924,"PPARGC1A","PRKAG3"
"9606.ENSP00000397133","9606.ENSP00000264867",924,"PRKAG3","PPARGC1A"
"9606.ENSP00000399970","9606.ENSP00000412324",924,"PPP2R2D","PPP2R5C"
"9606.ENSP00000412324","9606.ENSP00000399970",924,"PPP2R5C","PPP2R2D"
"9606.ENSP00000479669","9606.ENSP00000229328",924,"CAB39L","PRKAB1"
"9606.ENSP00000483300","9606.ENSP00000254101",924,"ACACA","PRKAB2"
"9606.ENSP00000254101","9606.ENSP00000479669",923,"PRKAB2","CAB39L"
"9606.ENSP00000258418","9606.ENSP00000397133",923,"CAB39","PRKAG3"
"9606.ENSP00000311344","9606.ENSP00000375080",923,"PPP2R1B","PPP2R3B"
"9606.ENSP00000320935","9606.ENSP00000362946",923,"SLC2A4","RAB14"
"9606.ENSP00000362946","9606.ENSP00000320935",923,"RAB14","SLC2A4"
"9606.ENSP00000375080","9606.ENSP00000311344",923,"PPP2R3B","PPP2R1B"
"9606.ENSP00000397133","9606.ENSP00000258418",923,"PRKAG3","CAB39"
"9606.ENSP00000479669","9606.ENSP00000254101",923,"CAB39L","PRKAB2"
"9606.ENSP00000194530","9606.ENSP00000323867",922,"STRADB","PRKAG1"
"9606.ENSP00000221138","9606.ENSP00000264977",922,"PPP2CB","PPP2R3A"
"9606.ENSP00000232375","9606.ENSP00000364145",922,"PFKFB4","PFKFB1"
"9606.ENSP00000264867","9606.ENSP00000346148",922,"PPARGC1A","PRKAA1"
"9606.ENSP00000264977","9606.ENSP00000221138",922,"PPP2R3A","PPP2CB"
"9606.ENSP00000323867","9606.ENSP00000194530",922,"PRKAG1","STRADB"
"9606.ENSP00000346148","9606.ENSP00000264867",922,"PRKAA1","PPARGC1A"
"9606.ENSP00000364145","9606.ENSP00000232375",922,"PFKFB1","PFKFB4"
"9606.ENSP00000380432","9606.ENSP00000389814",922,"INS","ADIPOQ"
"9606.ENSP00000389814","9606.ENSP00000380432",922,"ADIPOQ","INS"
"9606.ENSP00000221138","9606.ENSP00000375892",921,"PPP2CB","AKT2"
"9606.ENSP00000261439","9606.ENSP00000323867",921,"TBC1D1","PRKAG1"
"9606.ENSP00000304895","9606.ENSP00000308413",921,"IRS1","RPS6KB2"
"9606.ENSP00000308413","9606.ENSP00000304895",921,"RPS6KB2","IRS1"
"9606.ENSP00000323867","9606.ENSP00000261439",921,"PRKAG1","TBC1D1"
"9606.ENSP00000354558","9606.ENSP00000397133",921,"MTOR","PRKAG3"
"9606.ENSP00000361202","9606.ENSP00000428056",921,"IRS4","PIK3R1"
"9606.ENSP00000375892","9606.ENSP00000221138",921,"AKT2","PPP2CB"
"9606.ENSP00000380432","9606.ENSP00000418447",921,"INS","PPP2CA"
"9606.ENSP00000397133","9606.ENSP00000354558",921,"PRKAG3","MTOR"
"9606.ENSP00000418447","9606.ENSP00000380432",921,"PPP2CA","INS"
"9606.ENSP00000428056","9606.ENSP00000361202",921,"PIK3R1","IRS4"
"9606.ENSP00000262741","9606.ENSP00000428056",920,"PIK3R3","PIK3R1"
"9606.ENSP00000264867","9606.ENSP00000323867",920,"PPARGC1A","PRKAG1"
"9606.ENSP00000323867","9606.ENSP00000264867",920,"PRKAG1","PPARGC1A"
"9606.ENSP00000323867","9606.ENSP00000336655",920,"PRKAG1","STRADA"
"9606.ENSP00000336655","9606.ENSP00000323867",920,"STRADA","PRKAG1"
"9606.ENSP00000336655","9606.ENSP00000397133",920,"STRADA","PRKAG3"
"9606.ENSP00000341044","9606.ENSP00000379011",920,"ACACB","CPT1B"
"9606.ENSP00000379011","9606.ENSP00000341044",920,"CPT1B","ACACB"
"9606.ENSP00000397133","9606.ENSP00000336655",920,"PRKAG3","STRADA"
"9606.ENSP00000428056","9606.ENSP00000262741",920,"PIK3R1","PIK3R3"
"9606.ENSP00000300935","9606.ENSP00000320935",919,"RAB8A","SLC2A4"
"9606.ENSP00000320935","9606.ENSP00000300935",919,"SLC2A4","RAB8A"
"9606.ENSP00000324560","9606.ENSP00000346148",919,"ULK1","PRKAA1"
"9606.ENSP00000329140","9606.ENSP00000342136",919,"CREB3L2","CREB3"
"9606.ENSP00000342136","9606.ENSP00000329140",919,"CREB3","CREB3L2"
"9606.ENSP00000346148","9606.ENSP00000324560",919,"PRKAA1","ULK1"
"9606.ENSP00000078445","9606.ENSP00000481956",918,"CREB3L3","CREB3L1"
"9606.ENSP00000194530","9606.ENSP00000360290",918,"STRADB","PRKAA2"
"9606.ENSP00000320935","9606.ENSP00000380432",918,"SLC2A4","INS"
"9606.ENSP00000360290","9606.ENSP00000194530",918,"PRKAA2","STRADB"
"9606.ENSP00000380432","9606.ENSP00000320935",918,"INS","SLC2A4"
"9606.ENSP00000481956","9606.ENSP00000078445",918,"CREB3L1","CREB3L3"
"9606.ENSP00000164133","9606.ENSP00000325074",917,"PPP2R5B","PPP2R2A"
"9606.ENSP00000262187","9606.ENSP00000397133",917,"RHEB","PRKAG3"
"9606.ENSP00000268035","9606.ENSP00000366563",917,"IGF1R","PIK3CD"
"9606.ENSP00000325074","9606.ENSP00000164133",917,"PPP2R2A","PPP2R5B"
"9606.ENSP00000345771","9606.ENSP00000364145",917,"PFKM","PFKFB1"
"9606.ENSP00000364145","9606.ENSP00000345771",917,"PFKFB1","PFKM"
"9606.ENSP00000366563","9606.ENSP00000268035",917,"PIK3CD","IGF1R"
"9606.ENSP00000397133","9606.ENSP00000262187",917,"PRKAG3","RHEB"
"9606.ENSP00000194530","9606.ENSP00000346148",916,"STRADB","PRKAA1"
"9606.ENSP00000222254","9606.ENSP00000451828",916,"PIK3R2","AKT1"
"9606.ENSP00000287878","9606.ENSP00000479669",916,"PRKAG2","CAB39L"
"9606.ENSP00000345771","9606.ENSP00000356047",916,"PFKM","PFKFB2"
"9606.ENSP00000346148","9606.ENSP00000194530",916,"PRKAA1","STRADB"
"9606.ENSP00000354558","9606.ENSP00000417963",916,"MTOR","PPP2R5D"
"9606.ENSP00000356047","9606.ENSP00000345771",916,"PFKFB2","PFKM"
"9606.ENSP00000417963","9606.ENSP00000354558",916,"PPP2R5D","MTOR"
"9606.ENSP00000451828","9606.ENSP00000222254",916,"AKT1","PIK3R2"
"9606.ENSP00000479669","9606.ENSP00000287878",916,"CAB39L","PRKAG2"
"9606.ENSP00000222254","9606.ENSP00000344220",915,"PIK3R2","PDPK1"
"9606.ENSP00000229328","9606.ENSP00000298552",915,"PRKAB1","TSC1"
"9606.ENSP00000229328","9606.ENSP00000312652",915,"PRKAB1","LEP"
"9606.ENSP00000254101","9606.ENSP00000262187",915,"PRKAB2","RHEB"
"9606.ENSP00000261439","9606.ENSP00000397133",915,"TBC1D1","PRKAG3"
"9606.ENSP00000262187","9606.ENSP00000254101",915,"RHEB","PRKAB2"
"9606.ENSP00000287878","9606.ENSP00000312652",915,"PRKAG2","LEP"
"9606.ENSP00000298552","9606.ENSP00000229328",915,"TSC1","PRKAB1"
"9606.ENSP00000311344","9606.ENSP00000375892",915,"PPP2R1B","AKT2"
"9606.ENSP00000312652","9606.ENSP00000229328",915,"LEP","PRKAB1"
"9606.ENSP00000312652","9606.ENSP00000287878",915,"LEP","PRKAG2"
"9606.ENSP00000344220","9606.ENSP00000222254",915,"PDPK1","PIK3R2"
"9606.ENSP00000375892","9606.ENSP00000311344",915,"AKT2","PPP2R1B"
"9606.ENSP00000397133","9606.ENSP00000261439",915,"PRKAG3","TBC1D1"
"9606.ENSP00000261461","9606.ENSP00000303830",914,"PPP2R5A","INSR"
"9606.ENSP00000303830","9606.ENSP00000337641",914,"INSR","PPP2R5E"
"9606.ENSP00000303830","9606.ENSP00000361202",914,"INSR","IRS4"
"9606.ENSP00000303830","9606.ENSP00000261461",914,"INSR","PPP2R5A"
"9606.ENSP00000325074","9606.ENSP00000337641",914,"PPP2R2A","PPP2R5E"
"9606.ENSP00000337641","9606.ENSP00000325074",914,"PPP2R5E","PPP2R2A"
"9606.ENSP00000337641","9606.ENSP00000303830",914,"PPP2R5E","INSR"
"9606.ENSP00000341044","9606.ENSP00000346148",914,"ACACB","PRKAA1"
"9606.ENSP00000346148","9606.ENSP00000341044",914,"PRKAA1","ACACB"
"9606.ENSP00000361202","9606.ENSP00000303830",914,"IRS4","INSR"
"9606.ENSP00000254101","9606.ENSP00000312652",913,"PRKAB2","LEP"
"9606.ENSP00000263967","9606.ENSP00000289153",913,"PIK3CA","PIK3CB"
"9606.ENSP00000289153","9606.ENSP00000263967",913,"PIK3CB","PIK3CA"
"9606.ENSP00000303830","9606.ENSP00000412324",913,"INSR","PPP2R5C"
"9606.ENSP00000303830","9606.ENSP00000417963",913,"INSR","PPP2R5D"
"9606.ENSP00000312652","9606.ENSP00000254101",913,"LEP","PRKAB2"
"9606.ENSP00000361202","9606.ENSP00000380432",913,"IRS4","INS"
"9606.ENSP00000364145","9606.ENSP00000417963",913,"PFKFB1","PPP2R5D"
"9606.ENSP00000380432","9606.ENSP00000361202",913,"INS","IRS4"
"9606.ENSP00000412324","9606.ENSP00000303830",913,"PPP2R5C","INSR"
"9606.ENSP00000417963","9606.ENSP00000364145",913,"PPP2R5D","PFKFB1"
"9606.ENSP00000417963","9606.ENSP00000303830",913,"PPP2R5D","INSR"
"9606.ENSP00000164133","9606.ENSP00000303830",912,"PPP2R5B","INSR"
"9606.ENSP00000221138","9606.ENSP00000364145",912,"PPP2CB","PFKFB1"
"9606.ENSP00000303830","9606.ENSP00000164133",912,"INSR","PPP2R5B"
"9606.ENSP00000330393","9606.ENSP00000360290",912,"LEPR","PRKAA2"
"9606.ENSP00000360290","9606.ENSP00000330393",912,"PRKAA2","LEPR"
"9606.ENSP00000364145","9606.ENSP00000221138",912,"PFKFB1","PPP2CB"
"9606.ENSP00000262430","9606.ENSP00000304592",911,"MLYCD","FASN"
"9606.ENSP00000303830","9606.ENSP00000418447",911,"INSR","PPP2CA"
"9606.ENSP00000304592","9606.ENSP00000262430",911,"FASN","MLYCD"
"9606.ENSP00000346148","9606.ENSP00000358335",911,"PRKAA1","MAP3K7"
"9606.ENSP00000358335","9606.ENSP00000346148",911,"MAP3K7","PRKAA1"
"9606.ENSP00000368880","9606.ENSP00000385824",911,"FOXO1","FOXO3"
"9606.ENSP00000385824","9606.ENSP00000368880",911,"FOXO3","FOXO1"
"9606.ENSP00000418447","9606.ENSP00000303830",911,"PPP2CA","INSR"
"9606.ENSP00000289153","9606.ENSP00000303830",910,"PIK3CB","INSR"
"9606.ENSP00000303830","9606.ENSP00000289153",910,"INSR","PIK3CB"
"9606.ENSP00000323867","9606.ENSP00000479669",910,"PRKAG1","CAB39L"
"9606.ENSP00000375892","9606.ENSP00000428056",910,"AKT2","PIK3R1"
"9606.ENSP00000428056","9606.ENSP00000375892",910,"PIK3R1","AKT2"
"9606.ENSP00000479669","9606.ENSP00000323867",910,"CAB39L","PRKAG1"
"9606.ENSP00000221138","9606.ENSP00000303830",909,"PPP2CB","INSR"
"9606.ENSP00000222254","9606.ENSP00000263826",909,"PIK3R2","AKT3"
"9606.ENSP00000262430","9606.ENSP00000483300",909,"MLYCD","ACACA"
"9606.ENSP00000263826","9606.ENSP00000311344",909,"AKT3","PPP2R1B"
"9606.ENSP00000263826","9606.ENSP00000222254",909,"AKT3","PIK3R2"
"9606.ENSP00000303830","9606.ENSP00000221138",909,"INSR","PPP2CB"
"9606.ENSP00000311344","9606.ENSP00000263826",909,"PPP2R1B","AKT3"
"9606.ENSP00000323867","9606.ENSP00000417963",909,"PRKAG1","PPP2R5D"
"9606.ENSP00000324804","9606.ENSP00000380432",909,"PPP2R1A","INS"
"9606.ENSP00000342136","9606.ENSP00000387699",909,"CREB3","CREB1"
"9606.ENSP00000380432","9606.ENSP00000324804",909,"INS","PPP2R1A"
"9606.ENSP00000387699","9606.ENSP00000342136",909,"CREB1","CREB3"
"9606.ENSP00000417963","9606.ENSP00000323867",909,"PPP2R5D","PRKAG1"
"9606.ENSP00000483300","9606.ENSP00000262430",909,"ACACA","MLYCD"
"9606.ENSP00000232375","9606.ENSP00000345771",908,"PFKFB4","PFKM"
"9606.ENSP00000262187","9606.ENSP00000324560",908,"RHEB","ULK1"
"9606.ENSP00000311344","9606.ENSP00000364145",908,"PPP2R1B","PFKFB1"
"9606.ENSP00000324560","9606.ENSP00000262187",908,"ULK1","RHEB"
"9606.ENSP00000345771","9606.ENSP00000232375",908,"PFKM","PFKFB4"
"9606.ENSP00000364145","9606.ENSP00000311344",908,"PFKFB1","PPP2R1B"
"9606.ENSP00000364145","9606.ENSP00000418447",908,"PFKFB1","PPP2CA"
"9606.ENSP00000397133","9606.ENSP00000479669",908,"PRKAG3","CAB39L"
"9606.ENSP00000418447","9606.ENSP00000364145",908,"PPP2CA","PFKFB1"
"9606.ENSP00000479669","9606.ENSP00000397133",908,"CAB39L","PRKAG3"
"9606.ENSP00000298552","9606.ENSP00000323867",907,"TSC1","PRKAG1"
"9606.ENSP00000323867","9606.ENSP00000298552",907,"PRKAG1","TSC1"
"9606.ENSP00000330393","9606.ENSP00000346148",907,"LEPR","PRKAA1"
"9606.ENSP00000346148","9606.ENSP00000330393",907,"PRKAA1","LEPR"
"9606.ENSP00000357596","9606.ENSP00000387699",907,"CREB3L4","CREB1"
"9606.ENSP00000375080","9606.ENSP00000399970",907,"PPP2R3B","PPP2R2D"
"9606.ENSP00000387699","9606.ENSP00000357596",907,"CREB1","CREB3L4"
"9606.ENSP00000399970","9606.ENSP00000375080",907,"PPP2R2D","PPP2R3B"
